,index,ticker,ytdReturn,3 Year,yield_db,esg_global_score,id,symbol,yield,ytdReturn,threeYearAverageReturn,fiveYearAverageReturn,cashPosition,stockPosition,bondPosition,otherPosition,basic_materials,communication_services,consumer_cyclical,consumer_defensive,energy,financial_services,healthcare,industrials,realestate,technology,utilities,stock_id,meanAnnualReturn,standardDeviation
87,224,DWX,0.0416,0.0291,0.0421,0.8314,101,DWX,0.042,0.036356900000000004,0.028179000000000003,0.023507499999999997,0.002,0.9861,0.0,0.0,0.0475,0.12550001,0.0328,0.1105,0.030299998999999998,0.1254,0.066199996,0.0704,0.1396,0.04,0.2117,101,0.24,15.65
88,225,LEGR,0.09140000000000001,0.0642,0.000265,0.8275,102,LEGR,0.026099999,0.0811095,0.06304069999999999,0.0740813,0.008,0.992,0.0,0.0,0.0167,0.0986,0.0785,0.0162,0.0085,0.39990002,0.0128,0.052800003,0.0,0.2865,0.0296,102,0.67,19.86
89,226,IPKW,0.06480000000000001,0.0654,0.0265,0.8255,103,IPKW,0.026199998,0.051957897999999995,0.0628809,0.055124503,-0.0017,1.0012001,0.0,0.0004,0.08180001,0.096099995,0.0575,0.0154,0.2759,0.29950002,0.0553,0.0845,0.0064,0.0273,0.00029999999,103,0.54,20.84
90,227,DIA,0.0313,0.0755,0.0197,0.8243,104,DIA,0.02,0.023698201000000002,0.0778943,0.0775415,0.0031,0.9969,0.0,0.0,0.0101,0.0223,0.1301,0.0712,0.0332,0.1989,0.20729999,0.1462,0.0,0.1808,0.0,104,0.71,18.6
91,228,EWJV,0.1515,0.0898,0.000236,0.8198000000000001,105,EWJV,0.023,0.14571889999999998,0.08843619999999999,0.0,0.012200001,0.9878,0.0,0.0,0.0414,0.045,0.2175,0.036000000000000004,0.0166,0.22709998,0.0353,0.2726,0.0533,0.0356,0.0198,105,0.0,0.0
92,229,FEP,0.023700000000000002,0.0124,0.000308,0.8195999999999999,106,FEP,0.0297,0.0111149,0.0116757,0.011436799999999999,0.0023999998999999998,0.9854,0.0,0.0105,0.15609999,0.0427,0.17790002,0.038900002999999996,0.095,0.0954,0.0175,0.2619,0.0211,0.045700002,0.048,106,0.24,23.49
93,230,ESGU,0.1277,0.0748,0.000161,0.8186,107,ESGU,0.0162,0.11690170000000001,0.076837,0.1074978,0.004,0.996,0.0,0.0,0.0235,0.0805,0.1034,0.068,0.0476,0.1088,0.13239999,0.0896,0.025899999,0.2994,0.021,107,0.93,19.39
94,231,ROBT,0.08779999999999999,-0.0178,3.4e-05,0.8112999999999999,108,ROBT,0.0032,0.0766289,-0.0196946,0.062412802,0.0007,0.9993,0.0,0.0,0.0,0.0279,0.1007,0.0117999995,0.0,0.015700001,0.0435,0.2133,0.0,0.5872,0.0,108,0.67,25.59
95,232,EAOR,0.04,0.0078000000000000005,0.000238,0.8104,109,EAOR,0.023,0.0328356,0.008232600000000001,0.0,0.0202,0.6103,0.3694,0.0,0.039,0.0716,0.1089,0.0715,0.050300002,0.1442,0.123100005,0.109799996,0.027000000000000003,0.2317,0.023,109,0.0,0.0
96,233,QTEC,0.4029,0.060899999999999996,2e-05,0.81,110,QTEC,0.002,0.3841425,0.059791397,0.15339470000000002,0.0008,0.9992,0.0,0.0,0.0,0.0546,0.026800001,0.0,0.0,0.0,0.0,0.0,0.0,0.9186,0.0,110,1.31,25.1
97,234,JPXN,0.0796,0.011000000000000001,0.00011000000000000002,0.8081,111,JPXN,0.0109,0.072265804,0.009229001,0.0209182,0.0101,0.9899,0.0,0.0,0.0541,0.0848,0.1201,0.0729,0.0117999995,0.1193,0.1017,0.2493,0.0257,0.1472,0.012999999,111,0.24,16.34
98,235,VGT,0.3233,0.0971,7.5e-05,0.8067,112,VGT,0.0077,0.31382150000000003,0.100132704,0.18510269,0.0057,0.9942,0.0,0.0,0.0002,0.0019,0.0,0.0,0.0,0.001,0.0001,0.0033000002,0.0,0.9935,0.0,112,1.51,23.34
99,236,EWS,-0.0197,0.0192,0.000485,0.8059000000000001,113,EWS,0.048299998,-0.0286889,0.0165467,-0.0061799004000000005,0.003,0.997,0.0,0.0,0.0,0.045300003,0.073,0.0307,0.0,0.4892,0.0,0.16309999,0.16129999,0.0374,0.0,113,0.06,20.3
100,237,POWA,-0.0088,0.061399999999999996,0.0146,0.8009000000000001,114,POWA,0.015,-0.0186011,0.06385539999999999,0.0784912,-0.0001,1.0001,0.0,0.0,0.0,0.0,0.157,0.1319,0.0,0.0,0.2289,0.3418,0.0,0.14039999,0.0,114,0.69,17.11
101,238,EXI,0.053899999999999997,0.063,0.000183,0.7989,115,EXI,0.0184,0.0437079,0.062575996,0.066154696,0.0052,0.99480003,0.0,0.0,0.0064999997,0.0,0.0032,0.0022,0.0011,0.0017,0.0,0.97019994,0.0,0.015099999499999999,0.0,115,0.65,21.69
102,239,PIZ,0.0342,-0.0265,0.0181,0.7975,116,PIZ,0.0176,0.028733099999999998,-0.028191900000000002,0.0363251,-0.0069,0.9937,0.0,0.013200001000000001,0.048299998,0.0257,0.07719999599999999,0.08229999,0.0091,0.1514,0.0382,0.3823,0.0056,0.1547,0.0253,116,0.38,20.77
103,240,CWI,0.036699999999999997,0.0281,0.0305,0.7967,117,CWI,0.0305,0.0294019,0.0269117,0.037932099999999996,0.0061000003,0.9937,0.0,0.0,0.077,0.0581,0.1159,0.0825,0.0634,0.2028,0.10099999999999999,0.1305,0.0174,0.1225,0.028900001,117,0.37,17.56
104,241,ESGE,0.0037,-0.0467,0.00025299999999999997,0.7913,118,ESGE,0.0249,-0.0015157,-0.047103,0.0144924,0.0034,0.99660003,0.0,0.0,0.0558,0.12140000599999999,0.1306,0.054899998,0.045900002,0.2551,0.0434,0.057600003,0.0145000005,0.2054,0.0154,118,0.19,19.8
105,242,ICLN,-0.29309999999999997,-0.11789999999999999,0.000115,0.7884,119,ICLN,0.011000000000000001,-0.3046745,-0.120420106,0.11729479599999999,0.0038,0.9962,0.0,0.0,0.0322,0.0,0.0,0.0,0.0,0.0,0.0,0.1407,0.0,0.3166,0.5105,119,1.4,31.73
106,243,IYK,-0.07769999999999999,0.07919999999999999,0.000281,0.7881,120,IYK,0.0275,-0.08228350000000001,0.0821735,0.12016960000000002,0.0037,0.9963,0.0,0.0,0.0183,0.0,0.0058999998,0.8792,0.0,0.0,0.096099995,0.0005,0.0,0.0,0.0,120,1.06,17.6
107,244,SPGP,0.1242,0.1471,0.0115,0.7874,121,SPGP,0.0117,0.10929499599999999,0.14784049999999999,0.1405908,0.0,1.0,0.0,0.0,0.1407,0.0134000005,0.0725,0.0326,0.2709,0.0335,0.113199994,0.1075,0.0248,0.1909,0.0,121,1.16,22.09
108,246,IDV,-0.026699999999999998,0.0603,0.000714,0.7848999999999999,123,IDV,0.0715,-0.0308637,0.060868200000000004,0.018928599999999997,0.013300001,0.9867,0.0,0.0,0.1582,0.0444,0.069299996,0.0335,0.078600004,0.27040002,0.0,0.1694,0.0315,0.0036000002,0.141,123,0.31,21.12
109,247,FTXL,0.26890000000000003,0.09949999999999999,7.6e-05,0.7843000000000001,124,FTXL,0.0076,0.24659571,0.0964168,0.20105179999999997,0.0027,0.9974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050999997,0.0,0.9949,0.0,124,1.76,29.54
110,249,GII,-0.0689,0.0447,0.034,0.7765000000000001,126,GII,0.0336,-0.0721746,0.0444048,0.030838599999999997,0.0041,0.9959,0.0,0.0,0.0,0.0,0.0,0.0,0.2044,0.0,0.0,0.4083,0.0,0.0,0.38729998,126,0.43,18.79
111,250,IGF,-0.0647,0.0451,0.00028199999999999997,0.7764,127,IGF,0.0275,-0.0700327,0.044010099999999996,0.0304846,0.005,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.20459999,0.0,0.0,0.4078,0.0,0.0,0.38759997,127,0.43,19.0
112,251,CUT,-0.0271,0.0184,0.0259,0.7748999999999999,128,CUT,0.025799999,-0.043030599999999995,0.0154131,0.0287098,-0.0025,1.0023999,0.0,0.0,0.4161,0.0002,0.4752,0.0018000001,0.0008,0.0011999999,0.0004,0.0199,0.0832,0.001,0.00029999999,128,0.31,22.31
113,252,IVLU,0.0956,0.11699999999999999,0.00037000000000000005,0.7718,129,IVLU,0.0367,0.0857568,0.11416411,0.0351698,0.0092,0.9908,0.0,0.0,0.078,0.0375,0.1183,0.0874,0.0625,0.2078,0.1182,0.171,0.02,0.066,0.033299997000000005,129,0.42,19.64
114,255,XLP,-0.0703,0.035699999999999996,0.0279,0.7681999999999999,132,XLP,0.0275,-0.0771505,0.0375865,0.07123339999999999,0.001,0.9990000000000001,0.0,0.0,0.0,0.0,0.0,0.9922,0.0,0.0,0.0078,0.0,0.0,0.0,0.0,132,0.72,14.84
115,257,IDLV,-0.0118,0.002,0.038,0.7645000000000001,134,IDLV,0.0376,-0.0117586,0.0030750998,0.001145,-0.0033000002,1.0032,0.0,0.0,0.0373,0.089700006,0.08229999,0.18280001,0.0099,0.184,0.039300002,0.17639999,0.111899994,0.0179,0.0684,134,0.05,13.9
116,258,FEUZ,0.0286,0.0187,0.000293,0.7637999999999999,135,FEUZ,0.028099999,0.0151349995,0.0146572,0.0093325,0.0029,0.9928,0.0,0.0,0.1361,0.044000000000000004,0.1557,0.031400002999999996,0.0938,0.1369,0.0274,0.2541,0.0091,0.0621,0.0495,135,0.23,22.91
117,259,IXJ,-0.0195,0.0571,0.00013000000000000002,0.7631999999999999,136,IXJ,0.013200001000000001,-0.032044302999999996,0.0571648,0.0757162,0.0038,0.9962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,136,0.66,15.2
118,260,ACWX,0.034,0.020499999999999997,0.00025499999999999996,0.7619,137,ACWX,0.0251,0.026321102000000002,0.0195393,0.0327798,0.0056,0.9939,0.0,0.0,0.0784,0.0561,0.112799995,0.082100004,0.060900003,0.2101,0.098500006,0.1322,0.021300001000000002,0.1182,0.0293,137,0.33,18.18
119,261,HAWX,0.0882,0.07400000000000001,0.00154,0.7617,138,HAWX,0.020599999,0.07858430000000001,0.073898405,0.0685316,0.0045,0.995,0.0,0.0,0.078200005,0.056399997,0.1107,0.0825,0.0618,0.21129999,0.0991,0.13229999,0.021300001000000002,0.1169,0.0295,138,0.57,14.21
120,262,RSPG,0.125,0.5670000000000001,0.0286,0.7581,139,RSPG,0.0297,0.12309919999999999,0.5775678000000001,0.0986324,-0.00029999999,1.0002999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,139,1.46,44.86
121,263,SPHQ,0.1641,0.1002,0.0158,0.7541,140,SPHQ,0.0162,0.1548714,0.10315830000000001,0.120809495,0.0,1.0,0.0,0.0,0.026800001,0.051799998,0.0344,0.0573,0.1287,0.1016,0.1842,0.099300005,0.0058,0.3101,0.0,140,0.98,18.13
122,264,EAOM,0.0165,-0.0146,0.000261,0.7519,141,EAOM,0.024,0.0103079,-0.0146238,0.0,0.0278,0.4116,0.5604,0.0,0.039,0.0716,0.1089,0.0715,0.050300002,0.1442,0.123100005,0.109799996,0.0269,0.2317,0.023,141,0.0,0.0
123,265,VSGX,0.026699999999999998,0.0040999999999999995,0.00028,0.7513,142,VSGX,0.0275,0.0197186,0.0030475000000000003,0.0314015,0.0182,0.98050004,0.0,0.0013,0.0621,0.0557,0.12390000400000001,0.0766,0.00090000004,0.2466,0.1248,0.113299996,0.0392,0.14819999,0.0086,142,0.33,17.96
124,266,IPAC,0.0278,0.0147,0.000236,0.7509999999999999,143,IPAC,0.0235,0.0205318,0.013341,0.0252421,0.0095999995,0.9904,0.0,0.0,0.08979999,0.051799998,0.13520001,0.0558,0.021300001000000002,0.1881,0.078200005,0.1893,0.0635,0.1086,0.0183,143,0.27,16.85
125,267,EWI,0.1426,0.1038,0.00037699999999999995,0.7434000000000001,144,EWI,0.0379,0.130642,0.102105595,0.0663523,0.0026,0.9974,0.0,0.0,0.0,0.0188,0.2056,0.026099999,0.0784,0.2859,0.0573,0.10560001,0.0207,0.0183,0.1834,144,0.7,25.68
126,268,QWLD,0.0949,0.0789,0.0187,0.7429000000000001,145,QWLD,0.0189,0.0855404,0.0804269,0.08356519999999999,0.0027,0.997,0.0,0.0,0.038599997999999996,0.096099995,0.0688,0.089499995,0.038,0.14649999,0.1666,0.1153,0.0111,0.1943,0.0352,145,0.71,16.35
127,269,IEUS,-0.029500000000000002,-0.0121,0.000291,0.7414000000000001,146,IEUS,0.0278,-0.0344962,-0.011111200000000002,0.011866799999999999,0.0143,0.97449994,0.0,0.0088,0.0505,0.0505,0.1252,0.052800003,0.041100002999999996,0.14840001,0.0806,0.2498,0.0787,0.0986,0.0238,146,0.29,24.47
128,270,GNR,-0.0048,0.17579999999999998,0.0401,0.7409,147,GNR,0.0404,-0.0143496,0.17522119,0.069217704,0.0105,0.9895,0.0,0.0,0.4993,0.0,0.0774,0.0543,0.3566,0.0,0.0,0.0,0.0124,0.0,0.0,147,0.71,23.68
129,271,VEU,0.0369,0.0263,0.00031600000000000004,0.7387,148,VEU,0.031600002,0.029436901,0.025007501,0.0378492,0.0,0.9988,0.0,0.0011,0.0777,0.0557,0.115200005,0.0802,0.0533,0.20729999,0.09729999,0.14050001,0.0257,0.1169,0.030199998999999998,148,0.38,18.11
130,272,VYMI,0.06280000000000001,0.09720000000000001,0.00046600000000000005,0.7373999999999999,149,VYMI,0.0461,0.0539179,0.0952771,0.047024300000000005,0.017,0.98080003,0.0,0.0022,0.0884,0.049099997,0.085,0.050300002,0.1109,0.354,0.067600004,0.0952,0.0167,0.032899998,0.0498,149,0.48,18.72
131,273,FXG,-0.059800000000000006,0.068,0.00019099999999999998,0.7369,150,FXG,0.0186,-0.0654187,0.0705127,0.059684202,0.0034999999,0.9965,0.0,0.0,0.023,0.0,0.0484,0.8171,0.0,0.0,0.111499995,0.0,0.0,0.0,0.0,150,0.66,15.91
132,275,FVD,-0.0501,0.0653,0.000247,0.7308,152,FVD,0.0249,-0.059543399999999996,0.06590189999999999,0.058866999999999996,0.0052,0.9947,0.0,0.0,0.0431,0.018099999,0.0734,0.1458,0.0,0.1163,0.0916,0.1916,0.0184,0.0855,0.21620001,152,0.58,16.31
133,276,MXI,-0.004,0.0605,0.000371,0.7304999999999999,153,MXI,0.0374,-0.0130851,0.061470598,0.07688660000000001,0.007099999599999999,0.9929,0.0,0.0,0.937,0.0,0.0531,0.0077,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,153,0.73,22.6
134,278,ERTH,-0.1315,-0.086,0.0111,0.725,155,ERTH,0.0107,-0.1512759,-0.0913333,0.0415296,0.0001,1.0,0.0,0.0,0.0378,0.0004,0.2148,0.03,0.0014,0.0034999999,0.0007,0.2795,0.2074,0.14770001,0.076799996,155,0.61,25.7
135,279,IETC,0.3393,0.0784,9.599999999999999e-05,0.7232999999999999,156,IETC,0.0087,0.3322786,0.083342105,0.1668836,0.0049,0.9951,0.0,0.0,0.0,0.0698,0.0674,0.0004,0.0017,0.0559,0.0046,0.0493,0.012999999,0.7379,0.0,156,1.35,22.55
136,280,FXN,0.0969,0.4855,0.000292,0.7226,157,FXN,0.0306,0.09207169999999999,0.4901492,0.051943595999999995,0.0041,0.9959,0.0,0.0,0.0,0.0,0.0042,0.0,0.97,0.0,0.0,0.0054,0.0,0.0115,0.0089,157,1.22,49.45
137,282,RBLD,0.0458,0.0662,0.000128,0.7173999999999999,159,RBLD,0.0128,0.03585580000000001,0.0649861,0.0105816,0.0033000002,0.9967,0.0,0.0,0.059499998,0.0089,0.0,0.0,0.08930001,0.0,0.0,0.428,0.0465,0.0828,0.2851,159,0.16,20.8
138,283,KNCT,0.09880000000000001,0.0278,0.0066,0.7153,160,KNCT,0.0068,0.093034804,0.028357599999999997,0.0921077,0.0011999999,0.9988,0.0,0.0,0.0,0.2233,0.0,0.0,0.0,0.0,0.0,0.0047,0.0664,0.7055,0.0,160,0.75,22.72
139,284,EAOK,0.004699999999999999,-0.026000000000000002,0.000276,0.7145999999999999,161,EAOK,0.026700001,-0.0009236000000000001,-0.026178898,0.0,0.0318,0.3105,0.65769994,0.0,0.039,0.0716,0.1089,0.0715,0.050300002,0.1442,0.123100005,0.109799996,0.0269,0.2317,0.023,161,0.0,0.0
140,285,FPXE,0.0302,-0.065,0.00014800000000000002,0.7145999999999999,162,FPXE,0.0145000005,0.0092403,-0.0688193,0.0315468,0.0031,0.9522,0.0,0.0011,0.0197,0.16389999,0.1058,0.0125,0.0712,0.0698,0.254,0.2275,0.0,0.057800002,0.0178,162,0.0,0.0
141,286,XLV,-0.0326,0.0801,0.016200000000000003,0.7145,163,XLV,0.0165,-0.0421084,0.0823143,0.089137495,0.00090000004,0.9991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,163,0.75,15.9
142,287,XT,0.0862,0.0103,5.7e-05,0.7140000000000001,164,XT,0.0056,0.0705995,0.0086604,0.07977510000000002,0.0032,0.9968,0.0,0.0,0.0298,0.0394,0.0545,0.0042,0.0,0.0416,0.17549999,0.0639,0.0242,0.5451,0.0218,164,0.76,20.69
143,288,RSPM,-0.0335,0.08710000000000001,0.0708,0.7127,165,RSPM,0.023,-0.042443800000000004,0.0875784,0.10688610400000001,-0.00029999999,1.0001999,0.0,0.0,0.7519,0.0,0.2481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,1.0,23.9
144,289,ICSH,0.04019999999999999,0.0173,0.000426,0.7119,166,ICSH,0.0405,0.0408392,0.0174437,0.020867300000000002,0.6235,0.0,0.3765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,166,0.17,0.85
145,290,SKYY,0.3177,-0.0298,0.0,0.7108,167,SKYY,0.0,0.3108835,-0.0284065,0.08372071,0.0008,0.9992,0.0,0.0,0.0,0.0688,0.0363,0.0,0.0,0.0,0.0064,0.0,0.0,0.88839996,0.0,167,0.78,24.7
146,291,QUAL,0.19010000000000002,0.0925,0.000128,0.7094,168,QUAL,0.013200001000000001,0.17809759,0.0946725,0.11127709999999999,0.0023,0.9977,0.0,0.0,0.0215,0.0933,0.091000006,0.062800005,0.0468,0.12020001,0.1342,0.0884,0.0226,0.29600000000000004,0.0232,168,0.92,19.73
147,292,PUI,-0.1013,0.0086,0.0236,0.7088,169,PUI,0.024,-0.1092134,0.008206801,0.0252113,0.0034999999,0.9965,0.0,0.0,0.0,0.0,0.0,0.0,0.0637,0.0,0.0,0.0,0.0,0.0,0.9363,169,0.36,16.93
148,293,FXU,-0.1131,0.0305,0.000281,0.7081000000000001,170,FXU,0.0287,-0.1232337,0.0291351,0.028746199,0.0094,0.9906,0.0,0.0,0.0,0.0,0.0,0.0,0.047199998,0.0,0.0,0.045100003,0.0,0.0256,0.8821,170,0.4,16.62
149,295,SIMS,-0.0533,-0.0285,0.0151,0.7073999999999999,172,SIMS,0.015700001,-0.0632597,-0.027197700000000002,0.028726399,0.0014,0.9986,0.0,0.0,0.0,0.0728,0.0375,0.0,0.0645,0.0,0.0,0.4764,0.0,0.322,0.026800001,172,0.46,27.14
150,296,VEGI,-0.11720000000000001,0.0922,0.000211,0.7070000000000001,173,VEGI,0.0211,-0.12119749999999999,0.093551904,0.071950205,0.0034999999,0.99660003,0.0,0.0,0.32549998,0.0,0.0,0.3491,0.0,0.0,0.0007,0.3247,0.0,0.0,0.0,173,0.75,21.15
151,297,IYJ,0.0449,0.053,0.000106,0.7003,174,IYJ,0.0108,0.034116197,0.054197800000000004,0.0771109,0.0015,0.9985,0.0,0.0,0.0403,0.0,0.021,0.0,0.0,0.1826,0.0097,0.6388,0.0,0.107700005,0.0,174,0.74,22.58
152,298,XNTK,0.41979999999999995,0.039599999999999996,0.0044,0.7001999999999999,175,XNTK,0.0046,0.41088679999999994,0.041462900000000004,0.16595909,0.0007,0.9993,0.0,0.0,0.0,0.1112,0.17899999,0.0,0.0,0.0,0.0,0.0,0.0,0.70989996,0.0,175,1.4,26.34
153,300,VXUS,0.0347,0.0252,0.00031600000000000004,0.6945,177,VXUS,0.0311,0.027788998999999998,0.0245269,0.036843400000000005,0.0291,0.96949995,0.0,0.0011999999,0.08,0.0531,0.1154,0.0763,0.0585,0.19620001,0.094,0.1461,0.0319,0.1184,0.030199998999999998,177,0.37,18.31
154,301,DIVB,0.0167,0.1035,0.000317,0.6944,178,DIVB,0.031600002,0.007792399999999999,0.1063525,0.09483539,0.005,0.995,0.0,0.0,0.0291,0.0462,0.066199996,0.0876,0.09720000599999999,0.17379999,0.1114,0.0967,0.033099998,0.2292,0.0295,178,0.87,19.63
155,302,IXUS,0.032799999999999996,0.0227,0.00025,0.6936,179,IXUS,0.024600001,0.0257762,0.0218771,0.0348484,0.0066000004,0.9929,0.0,0.0001,0.0817,0.0543,0.115200005,0.0792,0.0584,0.19520001,0.095699996,0.1423,0.030299998999999998,0.1184,0.0294,179,0.36,18.37
156,303,FXR,0.09609999999999999,0.09390000000000001,7.7e-05,0.6936,180,FXR,0.0077,0.08171460000000001,0.0937607,0.0878821,0.002,0.998,0.0,0.0,0.052800003,0.0,0.0907,0.0,0.0,0.056999996,0.0028,0.70989996,0.0,0.0867,0.0,180,0.85,25.0
157,304,RSPH,-0.0642,0.0385,0.0382,0.6931,181,RSPH,0.0069999998,-0.068948,0.042476803,0.0716038,-0.00029999999,1.0002999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,181,0.67,18.48
158,305,RSPN,0.0654,0.10830000000000001,0.0336,0.6929000000000001,182,RSPN,0.0113,0.0560276,0.11002490000000001,0.11391960000000001,-0.0004,1.0004001,0.0,0.0,0.0,0.0,0.0143,0.0,0.0,0.0,0.0,0.92080003,0.0,0.064899996,0.0,182,1.03,23.5
159,306,DGT,0.0892,0.11710000000000001,0.0255,0.6923,183,DGT,0.0255,0.08264500000000001,0.11800810000000002,0.08439830000000001,0.003,0.997,0.0,0.0,0.0617,0.0738,0.0999,0.0736,0.0749,0.19319999,0.1153,0.1375,0.0064999997,0.1312,0.0324,183,0.77,19.1
160,307,IGPT,0.0801,-0.0694,0.0151,0.6922,184,IGPT,0.0052,0.0695604,-0.0690749,0.065861605,0.0,1.0,0.0,0.0,0.0,0.2,0.0005,0.0,0.0,0.0,0.0431,0.0286,0.0432,0.6845,0.0,184,0.55,23.56
161,308,RPG,0.026000000000000002,0.0178,0.0436,0.6909000000000001,185,RPG,0.0143,0.0147394,0.018472799999999998,0.07597639999999999,0.0002,0.9998,0.0,0.0,0.107200004,0.0,0.057800002,0.037100002,0.2959,0.0587,0.1983,0.0713,0.0,0.15560001,0.018099999,185,0.65,22.88
162,309,VLUE,0.006500000000000001,0.07919999999999999,0.000304,0.6904,186,VLUE,0.0304,-0.0026680999999999996,0.0794435,0.0415085,0.0026,0.9974,0.0,0.0,0.0232,0.078200005,0.10569999,0.0557,0.050100002000000005,0.1121,0.1373,0.0881,0.0249,0.3023,0.0224,186,0.49,21.96
163,310,IEO,0.1264,0.6046,0.000293,0.6901999999999999,187,IEO,0.0304,0.12331279999999999,0.6179406,0.11182479599999999,0.0022,0.9978,0.0,0.0,0.0021,0.0,0.0,0.0,0.9979,0.0,0.0,0.0,0.0,0.0,0.0,187,1.57,46.32
164,311,XHB,0.2182,0.09300000000000001,0.009899999999999999,0.6881,188,XHB,0.0097,0.19409099,0.09302669999999999,0.1741476,0.0011999999,0.9988,0.0,0.0,0.0,0.0,0.5003,0.0,0.0,0.0,0.0,0.4997,0.0,0.0,0.0,188,1.63,30.48
165,312,IOO,0.1646,0.1038,0.00017,0.6876000000000001,189,IOO,0.0173,0.1596944,0.1072403,0.115758896,0.0031,0.9969,0.0,0.0,0.016,0.08800000000000001,0.1008,0.0929,0.060900003,0.099300005,0.1278,0.044699997000000005,0.0037,0.35979998,0.006,189,0.96,17.83
166,313,NZAC,0.0885,0.0473,0.018000000000000002,0.6835,190,NZAC,0.0179,0.07853560000000001,0.048548397,0.0725916,0.0092,0.9854,0.0,0.0054,0.0251,0.0733,0.096999995,0.0311,0.0,0.16479999,0.1392,0.1319,0.0478,0.2615,0.028199999,190,0.65,18.18
167,314,BMVP,0.068,0.0501,0.0302,0.6828,191,BMVP,0.0139,0.055472497,0.051938599999999994,0.030363799999999996,0.0002,0.9998,0.0,0.0,0.056799997000000005,0.049200002,0.1102,0.069,0.0699,0.1254,0.1234,0.1238,0.0531,0.16690001,0.0523,191,0.33,20.32
168,315,XHS,-0.0358,0.0,0.0026,0.6820999999999999,192,XHS,0.0026,-0.0406721,0.0034146999999999997,0.025444701,0.0008,0.9992,0.0,0.0,0.0,0.0,0.0,0.019199999,0.0,0.0147,0.9661,0.0,0.0,0.0,0.0,192,0.45,24.41
169,316,SPHD,-0.084,0.0834,0.0462,0.6819,193,SPHD,0.0464,-0.0926124,0.084519796,0.031038899,0.0,1.0,0.0,0.0,0.0627,0.0614,0.0863,0.115200005,0.1154,0.024600001,0.14930001,0.0372,0.1583,0.0223,0.1673,193,0.43,19.59
170,317,IYW,0.44780000000000003,0.11289999999999999,3.7000000000000005e-05,0.6817,194,IYW,0.0039,0.43928599999999995,0.11620330000000001,0.1966241,0.0005,0.9995,0.0,0.0,0.0,0.1513,0.0,0.0,0.0,0.00029999999,0.0,0.003,0.0,0.84540004,0.0,194,1.58,23.75
171,318,EWGS,0.0072,-0.0362,0.000301,0.6795,195,EWGS,0.0191,-0.0034667999,-0.0360852,0.012400399999999999,0.0011,0.97480005,0.0,0.0,0.0758,0.1078,0.09020001,0.0174,0.0,0.0332,0.14,0.3037,0.0523,0.1549,0.0247,195,0.3,26.44
172,319,XLU,-0.14,0.0048,0.0355,0.6759000000000001,196,XLU,0.036000000000000004,-0.1484885,0.0042518,0.047112297000000004,0.0029,0.9971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,196,0.57,17.13
173,320,IYH,-0.0341,0.0636,0.00012,0.6755,197,IYH,0.012200001,-0.044164702,0.0660105,0.0817885,0.0025,0.9975,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.99660003,0.0005,0.0,0.0,0.0,197,0.7,16.14
174,321,RNLC,0.045899999999999996,0.0877,0.00016,0.675,198,RNLC,0.016,0.033141199999999996,0.0882596,0.08503560000000002,0.0037,0.9963,0.0,0.0,0.021,0.0318,0.0975,0.0637,0.053400002,0.106800005,0.13229999,0.10609999,0.0238,0.3401,0.023599999,198,0.81,20.11
175,322,URTH,0.1096,0.0708,0.000164,0.6748999999999999,199,URTH,0.0166,0.09966339999999999,0.07199630000000001,0.084848605,0.0041,0.9957,0.0,0.0,0.039100002,0.0732,0.10800000000000001,0.0712,0.0525,0.1454,0.1285,0.106000006,0.023699999,0.22690001,0.0253,199,0.74,18.62
176,324,EFIV,0.1557,0.1024,0.015,0.6692,201,EFIV,0.0153,0.1468009,0.10650029999999999,0.0,0.0005,0.9995,0.0,0.0,0.0212,0.0871,0.1224,0.0627,0.041500002,0.121700004,0.1361,0.0664,0.0233,0.3042,0.0135,201,0.0,0.0
177,325,XLB,0.0068000000000000005,0.073,0.0206,0.6666,202,XLB,0.0207,-0.0049155,0.0729609,0.0976355,0.0021,0.9979,0.0,0.0,0.90470004,0.0,0.0953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202,0.9,22.71
178,326,VIG,0.0438,0.0719,0.000201,0.6664,203,VIG,0.020399999,0.035018303,0.074594595,0.10159810000000001,0.0072000003,0.9928,0.0,0.0,0.041500002,0.0137,0.0717,0.120699994,0.0353,0.1823,0.1547,0.1297,0.0,0.2236,0.026700001,203,0.84,16.92
